"H.sincerity";"H.fairness";"H.greed.avoidance";"H.modesty";"E.fearfulness";"E.anxiety";"E.dependence";"E.sentimentality";"X.self.esteem";"X.boldness";"X.sociability";"X.liveliness";"A.forgiveness";"A.gentleness";"A.flexibility";"A.patience";"C.organization";"C.diligence";"C.perfectionism";"C.prudence";"O.aesthetics";"O.inquisitiveness";"O.creativity";"O.unconventional"
1;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0
0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0
0;0;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0
0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0
0;0;1;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0
0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0
1;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;1;0;1;0;0
0;0;1;1;1;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0
0;0;0;0;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0
0;0;1;1;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0
1;1;0;0;1;0;1;0;0;0;0;0;1;1;1;0;1;0;1;1;0;0;0;0
0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1
0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1
1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
0;1;0;0;1;0;0;1;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0
0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0
0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1
1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0
0;0;0;0;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0
0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0
0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
0;0;1;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;1
0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;1;0;0
0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0
0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0
0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0
1;1;1;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;0;0
1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1
0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0
0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1;1;0;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;1;0;1
0;1;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0
0;0;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;1;1;0;1
0;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
0;0;0;1;1;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;0
0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
0;0;1;1;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0
0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;1
0;1;0;1;1;0;0;1;0;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0
1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0
0;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0
0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;1;0;0;0;0
0;1;1;0;1;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1
0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0
0;0;1;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0
0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;1;1;1;0;1
0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0
0;1;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;0;1;1;0;0;1
1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
0;0;1;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0
0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0
0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1
1;1;1;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;1;0;1
0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1
0;0;1;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0
0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;0;0
0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0
0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0
0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1;0;0
0;1;1;1;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0
0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0
0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1
0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0
0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;1;0;0;1;0
0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0
0;0;1;1;0;0;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0
1;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0
0;1;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0
0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
0;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1
0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0
1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0
0;1;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
0;1;1;0;1;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0
0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0
0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;1
0;1;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1
0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
1;1;1;0;1;0;1;0;0;1;1;0;1;0;1;1;0;1;1;1;1;0;1;1
