"Anger";"Gender";"item";"resp";"id";"btype";"situ";"mode";"r2"
16;"F";"S1wantcurse";"no";"119";"curse";"other";"want";"N"
18;"F";"S1wantcurse";"no";"120";"curse";"other";"want";"N"
19;"M";"S1wantcurse";"perhaps";"121";"curse";"other";"want";"Y"
25;"M";"S1wantcurse";"yes";"122";"curse";"other";"want";"Y"
22;"M";"S1wantcurse";"yes";"123";"curse";"other";"want";"Y"
23;"F";"S1wantcurse";"yes";"124";"curse";"other";"want";"Y"
21;"M";"S1wantcurse";"perhaps";"125";"curse";"other";"want";"Y"
13;"M";"S1wantcurse";"yes";"126";"curse";"other";"want";"Y"
16;"M";"S1wantcurse";"yes";"127";"curse";"other";"want";"Y"
21;"M";"S1wantcurse";"yes";"128";"curse";"other";"want";"Y"
15;"M";"S1wantcurse";"perhaps";"129";"curse";"other";"want";"Y"
23;"M";"S1wantcurse";"yes";"130";"curse";"other";"want";"Y"
17;"M";"S1wantcurse";"yes";"131";"curse";"other";"want";"Y"
14;"M";"S1wantcurse";"perhaps";"132";"curse";"other";"want";"Y"
29;"M";"S1wantcurse";"no";"133";"curse";"other";"want";"N"
24;"M";"S1wantcurse";"no";"134";"curse";"other";"want";"N"
15;"M";"S1wantcurse";"yes";"135";"curse";"other";"want";"Y"
25;"M";"S1wantcurse";"no";"136";"curse";"other";"want";"N"
17;"M";"S1wantcurse";"no";"137";"curse";"other";"want";"N"
17;"F";"S1wantcurse";"no";"138";"curse";"other";"want";"N"
28;"F";"S1wantcurse";"perhaps";"139";"curse";"other";"want";"Y"
15;"M";"S1wantcurse";"no";"140";"curse";"other";"want";"N"
19;"M";"S1wantcurse";"yes";"141";"curse";"other";"want";"Y"
26;"M";"S1wantcurse";"yes";"142";"curse";"other";"want";"Y"
18;"M";"S1wantcurse";"yes";"143";"curse";"other";"want";"Y"
11;"M";"S1wantcurse";"yes";"144";"curse";"other";"want";"Y"
25;"M";"S1wantcurse";"yes";"145";"curse";"other";"want";"Y"
28;"M";"S1wantcurse";"yes";"146";"curse";"other";"want";"Y"
25;"M";"S1wantcurse";"yes";"147";"curse";"other";"want";"Y"
14;"M";"S1wantcurse";"no";"148";"curse";"other";"want";"N"
17;"M";"S1wantcurse";"yes";"149";"curse";"other";"want";"Y"
18;"M";"S1wantcurse";"no";"150";"curse";"other";"want";"N"
22;"F";"S1wantcurse";"perhaps";"151";"curse";"other";"want";"Y"
17;"M";"S1wantcurse";"yes";"152";"curse";"other";"want";"Y"
15;"F";"S1wantcurse";"yes";"153";"curse";"other";"want";"Y"
16;"F";"S1wantcurse";"perhaps";"154";"curse";"other";"want";"Y"
22;"F";"S1wantcurse";"perhaps";"155";"curse";"other";"want";"Y"
21;"M";"S1wantcurse";"perhaps";"156";"curse";"other";"want";"Y"
19;"M";"S1wantcurse";"yes";"157";"curse";"other";"want";"Y"
21;"M";"S1wantcurse";"yes";"158";"curse";"other";"want";"Y"
16;"M";"S1wantcurse";"no";"159";"curse";"other";"want";"N"
17;"M";"S1wantcurse";"yes";"160";"curse";"other";"want";"Y"
15;"F";"S1wantcurse";"perhaps";"161";"curse";"other";"want";"Y"
27;"F";"S1wantcurse";"perhaps";"162";"curse";"other";"want";"Y"
21;"F";"S1wantcurse";"yes";"163";"curse";"other";"want";"Y"
19;"M";"S1wantcurse";"perhaps";"164";"curse";"other";"want";"Y"
17;"M";"S1wantcurse";"yes";"165";"curse";"other";"want";"Y"
21;"M";"S1wantcurse";"perhaps";"166";"curse";"other";"want";"Y"
24;"F";"S1wantcurse";"perhaps";"167";"curse";"other";"want";"Y"
20;"M";"S1wantcurse";"yes";"168";"curse";"other";"want";"Y"
16;"F";"S1wantcurse";"yes";"169";"curse";"other";"want";"Y"
14;"M";"S1wantcurse";"perhaps";"170";"curse";"other";"want";"Y"
14;"M";"S1wantcurse";"perhaps";"171";"curse";"other";"want";"Y"
20;"F";"S1wantcurse";"perhaps";"172";"curse";"other";"want";"Y"
23;"M";"S1wantcurse";"no";"173";"curse";"other";"want";"N"
23;"F";"S1wantcurse";"no";"174";"curse";"other";"want";"N"
23;"M";"S1wantcurse";"perhaps";"175";"curse";"other";"want";"Y"
23;"M";"S1wantcurse";"yes";"176";"curse";"other";"want";"Y"
18;"F";"S1wantcurse";"perhaps";"177";"curse";"other";"want";"Y"
22;"M";"S1wantcurse";"no";"178";"curse";"other";"want";"N"
20;"M";"S1wantcurse";"no";"179";"curse";"other";"want";"N"
23;"M";"S1wantcurse";"yes";"180";"curse";"other";"want";"Y"
16;"F";"S1wantcurse";"no";"181";"curse";"other";"want";"N"
18;"M";"S1wantcurse";"yes";"182";"curse";"other";"want";"Y"
12;"M";"S1wantcurse";"perhaps";"183";"curse";"other";"want";"Y"
17;"M";"S1wantcurse";"yes";"184";"curse";"other";"want";"Y"
21;"M";"S1wantcurse";"no";"185";"curse";"other";"want";"N"
21;"M";"S1wantcurse";"no";"186";"curse";"other";"want";"N"
16;"M";"S1wantcurse";"no";"187";"curse";"other";"want";"N"
19;"F";"S1wantcurse";"no";"188";"curse";"other";"want";"N"
19;"F";"S1wantcurse";"perhaps";"189";"curse";"other";"want";"Y"
13;"F";"S1wantcurse";"yes";"190";"curse";"other";"want";"Y"
31;"F";"S1wantcurse";"no";"191";"curse";"other";"want";"N"
23;"M";"S1wantcurse";"perhaps";"192";"curse";"other";"want";"Y"
25;"M";"S1wantcurse";"yes";"193";"curse";"other";"want";"Y"
19;"M";"S1wantcurse";"perhaps";"194";"curse";"other";"want";"Y"
11;"M";"S1wantcurse";"yes";"195";"curse";"other";"want";"Y"
28;"M";"S1wantcurse";"no";"196";"curse";"other";"want";"N"
27;"M";"S1wantcurse";"no";"197";"curse";"other";"want";"N"
16;"F";"S1wantcurse";"no";"198";"curse";"other";"want";"N"
16;"F";"S1wantcurse";"no";"199";"curse";"other";"want";"N"
16;"M";"S1wantcurse";"no";"200";"curse";"other";"want";"N"
13;"M";"S1wantcurse";"yes";"201";"curse";"other";"want";"Y"
21;"F";"S1wantcurse";"yes";"202";"curse";"other";"want";"Y"
19;"F";"S1wantcurse";"yes";"203";"curse";"other";"want";"Y"
20;"M";"S1wantcurse";"yes";"204";"curse";"other";"want";"Y"
13;"F";"S1wantcurse";"no";"205";"curse";"other";"want";"N"
15;"F";"S1wantcurse";"perhaps";"206";"curse";"other";"want";"Y"
14;"M";"S1wantcurse";"yes";"207";"curse";"other";"want";"Y"
15;"M";"S1wantcurse";"no";"208";"curse";"other";"want";"N"
23;"F";"S1wantcurse";"yes";"209";"curse";"other";"want";"Y"
13;"F";"S1wantcurse";"perhaps";"210";"curse";"other";"want";"Y"
21;"F";"S1wantcurse";"perhaps";"211";"curse";"other";"want";"Y"
19;"M";"S1wantcurse";"yes";"212";"curse";"other";"want";"Y"
23;"M";"S1wantcurse";"perhaps";"213";"curse";"other";"want";"Y"
20;"F";"S1wantcurse";"no";"214";"curse";"other";"want";"N"
19;"F";"S1wantcurse";"perhaps";"215";"curse";"other";"want";"Y"
14;"M";"S1wantcurse";"yes";"216";"curse";"other";"want";"Y"
18;"F";"S1wantcurse";"perhaps";"217";"curse";"other";"want";"Y"
22;"F";"S1wantcurse";"yes";"218";"curse";"other";"want";"Y"
23;"F";"S1wantcurse";"perhaps";"219";"curse";"other";"want";"Y"
24;"F";"S1wantcurse";"yes";"220";"curse";"other";"want";"Y"
20;"M";"S1wantcurse";"perhaps";"221";"curse";"other";"want";"Y"
22;"M";"S1wantcurse";"yes";"222";"curse";"other";"want";"Y"
19;"M";"S1wantcurse";"perhaps";"223";"curse";"other";"want";"Y"
19;"M";"S1wantcurse";"perhaps";"224";"curse";"other";"want";"Y"
11;"F";"S1wantcurse";"no";"225";"curse";"other";"want";"N"
26;"M";"S1wantcurse";"no";"226";"curse";"other";"want";"N"
19;"M";"S1wantcurse";"no";"227";"curse";"other";"want";"N"
11;"F";"S1wantcurse";"yes";"228";"curse";"other";"want";"Y"
13;"M";"S1wantcurse";"no";"229";"curse";"other";"want";"N"
19;"M";"S1wantcurse";"perhaps";"230";"curse";"other";"want";"Y"
17;"M";"S1wantcurse";"yes";"231";"curse";"other";"want";"Y"
16;"F";"S1wantcurse";"no";"232";"curse";"other";"want";"N"
18;"M";"S1wantcurse";"yes";"233";"curse";"other";"want";"Y"
27;"F";"S1wantcurse";"yes";"234";"curse";"other";"want";"Y"
18;"M";"S1wantcurse";"perhaps";"235";"curse";"other";"want";"Y"
17;"M";"S1wantcurse";"no";"236";"curse";"other";"want";"N"
20;"M";"S1wantcurse";"yes";"237";"curse";"other";"want";"Y"
18;"M";"S1wantcurse";"perhaps";"238";"curse";"other";"want";"Y"
14;"M";"S1wantcurse";"no";"239";"curse";"other";"want";"N"
17;"M";"S1wantcurse";"no";"240";"curse";"other";"want";"N"
18;"M";"S1wantcurse";"yes";"241";"curse";"other";"want";"Y"
15;"M";"S1wantcurse";"yes";"242";"curse";"other";"want";"Y"
18;"M";"S1wantcurse";"perhaps";"243";"curse";"other";"want";"Y"
27;"M";"S1wantcurse";"yes";"244";"curse";"other";"want";"Y"
22;"M";"S1wantcurse";"no";"245";"curse";"other";"want";"N"
18;"M";"S1wantcurse";"yes";"246";"curse";"other";"want";"Y"
30;"F";"S1wantcurse";"no";"247";"curse";"other";"want";"N"
13;"M";"S1wantcurse";"yes";"248";"curse";"other";"want";"Y"
22;"F";"S1wantcurse";"perhaps";"249";"curse";"other";"want";"Y"
19;"M";"S1wantcurse";"yes";"250";"curse";"other";"want";"Y"
13;"M";"S1wantcurse";"no";"251";"curse";"other";"want";"N"
34;"M";"S1wantcurse";"yes";"252";"curse";"other";"want";"Y"
19;"M";"S1wantcurse";"perhaps";"253";"curse";"other";"want";"Y"
23;"F";"S1wantcurse";"yes";"254";"curse";"other";"want";"Y"
21;"M";"S1wantcurse";"no";"255";"curse";"other";"want";"N"
18;"M";"S1wantcurse";"perhaps";"256";"curse";"other";"want";"Y"
18;"M";"S1wantcurse";"perhaps";"257";"curse";"other";"want";"Y"
15;"F";"S1wantcurse";"perhaps";"258";"curse";"other";"want";"Y"
21;"F";"S1wantcurse";"yes";"259";"curse";"other";"want";"Y"
26;"M";"S1wantcurse";"no";"260";"curse";"other";"want";"N"
19;"M";"S1wantcurse";"yes";"261";"curse";"other";"want";"Y"
34;"M";"S1wantcurse";"yes";"262";"curse";"other";"want";"Y"
20;"M";"S1wantcurse";"yes";"263";"curse";"other";"want";"Y"
21;"M";"S1wantcurse";"yes";"264";"curse";"other";"want";"Y"
26;"M";"S1wantcurse";"perhaps";"265";"curse";"other";"want";"Y"
23;"M";"S1wantcurse";"yes";"266";"curse";"other";"want";"Y"
14;"M";"S1wantcurse";"perhaps";"267";"curse";"other";"want";"Y"
23;"M";"S1wantcurse";"no";"268";"curse";"other";"want";"N"
17;"M";"S1wantcurse";"no";"269";"curse";"other";"want";"N"
18;"M";"S1wantcurse";"yes";"270";"curse";"other";"want";"Y"
19;"M";"S1wantcurse";"yes";"271";"curse";"other";"want";"Y"
25;"M";"S1wantcurse";"yes";"272";"curse";"other";"want";"Y"
20;"F";"S1wantcurse";"yes";"273";"curse";"other";"want";"Y"
26;"M";"S1wantcurse";"yes";"274";"curse";"other";"want";"Y"
21;"M";"S1wantcurse";"yes";"275";"curse";"other";"want";"Y"
15;"M";"S1wantcurse";"yes";"276";"curse";"other";"want";"Y"
18;"M";"S1wantcurse";"no";"277";"curse";"other";"want";"N"
21;"M";"S1wantcurse";"perhaps";"278";"curse";"other";"want";"Y"
17;"M";"S1wantcurse";"no";"279";"curse";"other";"want";"N"
15;"M";"S1wantcurse";"no";"280";"curse";"other";"want";"N"
22;"M";"S1wantcurse";"yes";"281";"curse";"other";"want";"Y"
19;"F";"S1wantcurse";"yes";"282";"curse";"other";"want";"Y"
19;"F";"S1wantcurse";"perhaps";"283";"curse";"other";"want";"Y"
18;"M";"S1wantcurse";"perhaps";"284";"curse";"other";"want";"Y"
18;"M";"S1wantcurse";"perhaps";"285";"curse";"other";"want";"Y"
16;"F";"S1wantcurse";"no";"286";"curse";"other";"want";"N"
22;"M";"S1wantcurse";"yes";"287";"curse";"other";"want";"Y"
19;"M";"S1wantcurse";"yes";"288";"curse";"other";"want";"Y"
25;"M";"S1wantcurse";"yes";"289";"curse";"other";"want";"Y"
17;"F";"S1wantcurse";"perhaps";"290";"curse";"other";"want";"Y"
30;"M";"S1wantcurse";"yes";"291";"curse";"other";"want";"Y"
29;"M";"S1wantcurse";"perhaps";"292";"curse";"other";"want";"Y"
27;"M";"S1wantcurse";"yes";"293";"curse";"other";"want";"Y"
18;"M";"S1wantcurse";"perhaps";"294";"curse";"other";"want";"Y"
27;"M";"S1wantcurse";"yes";"295";"curse";"other";"want";"Y"
31;"M";"S1wantcurse";"no";"296";"curse";"other";"want";"N"
19;"M";"S1wantcurse";"no";"297";"curse";"other";"want";"N"
18;"F";"S1wantcurse";"no";"298";"curse";"other";"want";"N"
17;"M";"S1wantcurse";"no";"299";"curse";"other";"want";"N"
15;"M";"S1wantcurse";"perhaps";"300";"curse";"other";"want";"Y"
20;"M";"S1wantcurse";"perhaps";"301";"curse";"other";"want";"Y"
24;"M";"S1wantcurse";"no";"302";"curse";"other";"want";"N"
12;"F";"S1wantcurse";"yes";"303";"curse";"other";"want";"Y"
16;"F";"S1wantcurse";"perhaps";"304";"curse";"other";"want";"Y"
20;"M";"S1wantcurse";"yes";"305";"curse";"other";"want";"Y"
33;"F";"S1wantcurse";"perhaps";"306";"curse";"other";"want";"Y"
17;"M";"S1wantcurse";"no";"307";"curse";"other";"want";"N"
13;"M";"S1wantcurse";"no";"308";"curse";"other";"want";"N"
14;"M";"S1wantcurse";"yes";"309";"curse";"other";"want";"Y"
23;"M";"S1wantcurse";"yes";"310";"curse";"other";"want";"Y"
24;"F";"S1wantcurse";"yes";"311";"curse";"other";"want";"Y"
17;"F";"S1wantcurse";"yes";"312";"curse";"other";"want";"Y"
20;"M";"S1wantcurse";"yes";"313";"curse";"other";"want";"Y"
25;"M";"S1wantcurse";"no";"314";"curse";"other";"want";"N"
23;"M";"S1wantcurse";"yes";"315";"curse";"other";"want";"Y"
12;"M";"S1wantcurse";"perhaps";"316";"curse";"other";"want";"Y"
20;"F";"S1WantScold";"no";"1";"scold";"other";"want";"N"
11;"F";"S1WantScold";"no";"2";"scold";"other";"want";"N"
17;"M";"S1WantScold";"perhaps";"3";"scold";"other";"want";"Y"
21;"M";"S1WantScold";"perhaps";"4";"scold";"other";"want";"Y"
17;"M";"S1WantScold";"no";"5";"scold";"other";"want";"N"
21;"M";"S1WantScold";"yes";"6";"scold";"other";"want";"Y"
39;"M";"S1WantScold";"yes";"7";"scold";"other";"want";"Y"
21;"M";"S1WantScold";"no";"8";"scold";"other";"want";"N"
24;"M";"S1WantScold";"no";"9";"scold";"other";"want";"N"
16;"M";"S1WantScold";"yes";"10";"scold";"other";"want";"Y"
15;"M";"S1WantScold";"yes";"11";"scold";"other";"want";"Y"
18;"M";"S1WantScold";"yes";"12";"scold";"other";"want";"Y"
36;"F";"S1WantScold";"no";"13";"scold";"other";"want";"N"
22;"F";"S1WantScold";"yes";"14";"scold";"other";"want";"Y"
16;"M";"S1WantScold";"no";"15";"scold";"other";"want";"N"
18;"M";"S1WantScold";"no";"16";"scold";"other";"want";"N"
23;"M";"S1WantScold";"no";"17";"scold";"other";"want";"N"
16;"M";"S1WantScold";"no";"18";"scold";"other";"want";"N"
21;"M";"S1WantScold";"no";"19";"scold";"other";"want";"N"
25;"M";"S1WantScold";"perhaps";"20";"scold";"other";"want";"Y"
22;"M";"S1WantScold";"perhaps";"21";"scold";"other";"want";"Y"
15;"M";"S1WantScold";"yes";"22";"scold";"other";"want";"Y"
26;"M";"S1WantScold";"yes";"23";"scold";"other";"want";"Y"
13;"M";"S1WantScold";"no";"24";"scold";"other";"want";"N"
33;"M";"S1WantScold";"no";"25";"scold";"other";"want";"N"
17;"M";"S1WantScold";"no";"26";"scold";"other";"want";"N"
17;"M";"S1WantScold";"yes";"27";"scold";"other";"want";"Y"
22;"M";"S1WantScold";"yes";"28";"scold";"other";"want";"Y"
21;"F";"S1WantScold";"perhaps";"29";"scold";"other";"want";"Y"
17;"M";"S1WantScold";"no";"30";"scold";"other";"want";"N"
19;"M";"S1WantScold";"yes";"31";"scold";"other";"want";"Y"
18;"F";"S1WantScold";"perhaps";"32";"scold";"other";"want";"Y"
33;"F";"S1WantScold";"no";"33";"scold";"other";"want";"N"
19;"M";"S1WantScold";"perhaps";"34";"scold";"other";"want";"Y"
25;"M";"S1WantScold";"yes";"35";"scold";"other";"want";"Y"
17;"M";"S1WantScold";"perhaps";"36";"scold";"other";"want";"Y"
12;"M";"S1WantScold";"no";"37";"scold";"other";"want";"N"
14;"M";"S1WantScold";"no";"38";"scold";"other";"want";"N"
25;"F";"S1WantScold";"no";"39";"scold";"other";"want";"N"
22;"F";"S1WantScold";"no";"40";"scold";"other";"want";"N"
20;"M";"S1WantScold";"perhaps";"41";"scold";"other";"want";"Y"
25;"M";"S1WantScold";"no";"42";"scold";"other";"want";"N"
12;"M";"S1WantScold";"no";"43";"scold";"other";"want";"N"
16;"M";"S1WantScold";"no";"44";"scold";"other";"want";"N"
23;"M";"S1WantScold";"perhaps";"45";"scold";"other";"want";"Y"
19;"M";"S1WantScold";"perhaps";"46";"scold";"other";"want";"Y"
22;"M";"S1WantScold";"yes";"47";"scold";"other";"want";"Y"
15;"M";"S1WantScold";"no";"48";"scold";"other";"want";"N"
25;"M";"S1WantScold";"no";"49";"scold";"other";"want";"N"
35;"M";"S1WantScold";"no";"50";"scold";"other";"want";"N"
24;"M";"S1WantScold";"no";"51";"scold";"other";"want";"N"
24;"M";"S1WantScold";"no";"52";"scold";"other";"want";"N"
13;"M";"S1WantScold";"perhaps";"53";"scold";"other";"want";"Y"
26;"M";"S1WantScold";"perhaps";"54";"scold";"other";"want";"Y"
25;"M";"S1WantScold";"no";"55";"scold";"other";"want";"N"
20;"M";"S1WantScold";"perhaps";"56";"scold";"other";"want";"Y"
27;"M";"S1WantScold";"no";"57";"scold";"other";"want";"N"
19;"M";"S1WantScold";"no";"58";"scold";"other";"want";"N"
15;"F";"S1WantScold";"no";"59";"scold";"other";"want";"N"
18;"M";"S1WantScold";"no";"60";"scold";"other";"want";"N"
26;"M";"S1WantScold";"yes";"61";"scold";"other";"want";"Y"
26;"M";"S1WantScold";"yes";"62";"scold";"other";"want";"Y"
23;"M";"S1WantScold";"perhaps";"63";"scold";"other";"want";"Y"
20;"M";"S1WantScold";"no";"64";"scold";"other";"want";"N"
18;"M";"S1WantScold";"no";"65";"scold";"other";"want";"N"
30;"M";"S1WantScold";"no";"66";"scold";"other";"want";"N"
24;"M";"S1WantScold";"no";"67";"scold";"other";"want";"N"
22;"M";"S1WantScold";"yes";"68";"scold";"other";"want";"Y"
19;"M";"S1WantScold";"no";"69";"scold";"other";"want";"N"
13;"M";"S1WantScold";"no";"70";"scold";"other";"want";"N"
17;"M";"S1WantScold";"no";"71";"scold";"other";"want";"N"
29;"M";"S1WantScold";"no";"72";"scold";"other";"want";"N"
12;"M";"S1WantScold";"no";"73";"scold";"other";"want";"N"
19;"M";"S1WantScold";"perhaps";"74";"scold";"other";"want";"Y"
